date,channel,variant,impressions,clicks,conversions,spend,revenue,ctr,conversion_rate,cac,roas
2024-02-19,Email,B,2559,217,24,2.39,1453.95,0.08479874951152794,0.11059907834101383,0.1,608.35
2024-03-01,Google Search,B,4426,169,13,55.62,785.51,0.03818346136466335,0.07692307692307693,4.28,14.12
2024-01-24,Facebook,A,7827,155,7,52.58,409.72,0.01980324517695158,0.04516129032258064,7.51,7.79
2024-03-26,Email,A,2713,185,23,2.73,897.44,0.0681901953556948,0.12432432432432433,0.12,328.73
2024-01-19,Instagram,A,10961,192,6,60.83,270.59,0.01751664994069884,0.03125,10.14,4.45
2024-02-14,Google Search,A,4999,200,22,53.99,1203.66,0.040008001600320066,0.11,2.45,22.29
2024-02-24,Email,A,3236,285,32,3.12,2010.1,0.0880716934487021,0.11228070175438597,0.1,644.26
2024-03-03,Instagram,B,8639,180,5,46.23,270.7,0.020835744877879384,0.027777777777777776,9.25,5.86
2024-01-10,Instagram,A,9094,116,4,51.92,200.32,0.012755663074554651,0.034482758620689655,12.98,3.86
2024-01-31,TikTok,A,9259,213,3,38.28,139.33,0.02300464413003564,0.014084507042253521,12.76,3.64
2024-01-14,Instagram,A,10173,188,6,59.31,263.93,0.0184802909662833,0.031914893617021274,9.88,4.45
2024-03-11,TikTok,A,9865,204,5,38.93,247.2,0.020679168778509883,0.024509803921568627,7.79,6.35
2024-03-22,Email,A,2581,216,27,2.64,1346.08,0.08368849283223556,0.125,0.1,509.88
2024-03-10,Email,B,3156,310,36,3.26,2083.41,0.0982256020278834,0.11612903225806452,0.09,639.08
2024-02-23,Email,A,2702,177,24,2.75,1762.78,0.06550703182827536,0.13559322033898305,0.11,641.01
2024-01-05,Instagram,B,7964,168,6,42.95,428.4,0.02109492717227524,0.03571428571428571,7.16,9.97
2024-03-24,TikTok,B,10581,448,20,41.35,1310.25,0.04234004347415178,0.044642857142857144,2.07,31.69
2024-02-29,TikTok,A,10340,190,5,45.21,269.47,0.0183752417794971,0.02631578947368421,9.04,5.96
2024-01-24,Facebook,B,8850,181,9,53.08,548.74,0.020451977401129945,0.049723756906077346,5.9,10.34
2024-01-31,Instagram,B,9306,204,7,53.34,376,0.02192134107027724,0.03431372549019608,7.62,7.05
2024-01-11,Google Search,A,4999,184,18,58.94,1066.63,0.03680736147229446,0.09782608695652174,3.27,18.1
2024-01-10,TikTok,B,6830,183,8,28.09,439.28,0.026793557833089312,0.04371584699453552,3.51,15.64
2024-02-22,Instagram,A,9497,140,4,53.22,268.36,0.01474149731494156,0.02857142857142857,13.3,5.04
2024-03-29,Facebook,A,8761,181,7,49.79,391.02,0.02065974203858007,0.03867403314917127,7.11,7.85
2024-03-10,Email,A,2745,247,34,2.78,1501.22,0.08998178506375228,0.13765182186234817,0.08,540.01
2024-03-12,Facebook,B,9037,231,15,58.67,533.64,0.025561580170410533,0.06493506493506493,3.91,9.1
2024-01-27,Google Search,A,5545,269,18,62.79,768.19,0.04851217312894499,0.06691449814126393,3.49,12.23
2024-01-12,TikTok,B,6326,181,8,25.3,505.73,0.02861207714195384,0.04419889502762431,3.16,19.99
2024-02-25,Instagram,A,8545,114,3,45.74,120.88,0.01334113516676419,0.02631578947368421,15.25,2.64
2024-01-06,Google Search,B,5095,150,14,63.08,1017.75,0.029440628066732092,0.09333333333333334,4.51,16.13
2024-01-25,Facebook,B,8029,219,12,52.21,530.8,0.0272761240503176,0.0547945205479452,4.35,10.17
2024-03-27,Facebook,B,6352,149,10,44.94,507.77,0.023457178841309823,0.06711409395973154,4.49,11.3
2024-03-02,Facebook,A,7934,145,7,52.16,351.61,0.018275775144945803,0.04827586206896552,7.45,6.74
2024-03-18,Facebook,B,7251,183,10,46.59,591.49,0.025237898220935043,0.0546448087431694,4.66,12.7
2024-01-11,TikTok,A,6555,161,4,28.01,222.61,0.02456140350877193,0.024844720496894408,7,7.95
2024-02-18,TikTok,A,8804,169,5,36.44,238.17,0.019195820081781008,0.029585798816568046,7.29,6.54
2024-03-17,Facebook,A,7994,161,4,53,231.09,0.020140105078809107,0.024844720496894408,13.25,4.36
2024-01-11,TikTok,B,8091,241,7,30.59,462.06,0.02978618217772834,0.029045643153526972,4.37,15.1
2024-03-12,TikTok,B,10632,255,8,44.02,399.85,0.023984198645598195,0.03137254901960784,5.5,9.08
2024-01-08,TikTok,B,6172,195,10,25.54,624.48,0.031594296824368116,0.05128205128205128,2.55,24.45
2024-03-20,Instagram,A,9305,138,4,48.495,209.29,0.014830736163353037,0.028985507246376812,12.12,4.32
2024-01-28,Instagram,B,9516,173,6,50.5,306.19,0.01817990752416982,0.03468208092485549,8.42,6.06
2024-03-03,Email,B,3065,273,29,3.23,1687.8,0.08907014681892333,0.10622710622710622,0.11,522.54
2024-02-05,TikTok,B,8142,266,10,33.54,482.5,0.032670105625153524,0.03759398496240601,3.35,14.39
2024-02-22,Facebook,B,8458,220,14,49.61,796.39,0.026010877275951763,0.06363636363636363,3.54,16.05
2024-01-01,TikTok,B,6956,250,9,27.87,542.21,0.0359401955146636,0.036,3.1,19.45
2024-02-11,Instagram,A,11102,97,3,54.26,166.52,0.008737164474869392,0.030927835051546393,18.09,3.07
2024-03-22,Facebook,B,9345,169,7,60.17,460.79,0.01808453718566078,0.04142011834319527,8.6,7.66
2024-01-21,Google Search,B,5188,189,21,59.49,713.86,0.03643022359290671,0.1111111111111111,2.83,12
2024-03-25,Google Search,B,4108,168,14,46.85,686.52,0.04089581304771178,0.08333333333333333,3.35,14.65
2024-01-04,Google Search,A,5584,256,17,68.24,969.36,0.045845272206303724,0.06640625,4.01,14.21
2024-02-17,Facebook,B,7908,188,9,53.41,438,0.023773394031360646,0.047872340425531915,5.93,8.2
2024-01-27,TikTok,B,6862,189,9,26.62,464.29,0.027542990381812883,0.047619047619047616,2.96,17.44
2024-01-23,Instagram,B,9374,163,6,49.51,241.59,0.017388521442287176,0.03680981595092025,8.25,4.88
2024-02-05,Instagram,A,8200,162,5,43.21,305.81,0.01975609756097561,0.030864197530864196,8.64,7.08
2024-03-24,Email,A,2674,250,25,2.62,1357.56,0.09349289454001496,0.1,0.1,518.15
2024-01-06,Email,B,3014,249,22,2.89,1361.81,0.08261446582614466,0.08835341365461848,0.13,471.21
2024-01-24,Google Search,A,5310,231,21,62.84,1287.66,0.04350282485875706,0.09090909090909091,2.99,20.49
2024-02-23,Facebook,A,7637,140,7,49.52,398.93,0.01833180568285976,0.05,7.07,8.06
2024-01-20,Facebook,B,9436,232,9,60.13,451.56,0.024586689275116574,0.03879310344827586,6.68,7.51
2024-02-16,Instagram,A,8022,110,3,44.14,107,0.013712291199202194,0.02727272727272727,14.71,2.42
2024-01-25,Google Search,A,5162,234,20,63.57,1099.1,0.045331266950794265,0.08547008547008547,3.18,17.29
2024-02-10,TikTok,A,8174,173,5,34.81,261.72,0.02116466846097382,0.028901734104046242,6.96,7.52
2024-03-12,Email,A,2828,223,28,2.93,1178.66,0.07885431400282886,0.12556053811659193,0.1,402.27
2024-02-29,Google Search,A,4846,173,17,58.52,862.61,0.03569954601733388,0.09826589595375723,3.44,14.74
2024-03-16,TikTok,A,11424,215,4,45.59,257.67,0.01882002801120448,0.018604651162790697,11.4,5.65
2024-03-20,Instagram,B,8482,173,7,44.93,334.19,0.02039613298750295,0.04046242774566474,6.42,7.44
2024-01-25,Instagram,A,9789,146,3,53.53,151.87,0.014914700173664317,0.02054794520547945,17.84,2.84
2024-03-14,Email,B,3408,321,25,3.37,1548.47,0.09419014084507042,0.0778816199376947,0.13,459.49
2024-02-26,Email,A,3171,217,22,3.21,1283.99,0.0684326710816777,0.10138248847926268,0.15,400
2024-02-20,Email,B,3240,265,25,3.36,1110.12,0.08179012345679013,0.09433962264150944,0.13,330.39
2024-01-14,Email,B,2912,255,31,2.91,1161.19,0.08756868131868131,0.12156862745098039,0.09,399.03
2024-03-20,TikTok,B,11865,401,20,47.46,1034.71,0.033796881584492205,0.04987531172069826,2.37,21.8
2024-03-10,Google Search,A,5317,194,19,60.61,1125.44,0.03648674064321986,0.0979381443298969,3.19,18.57
2024-02-04,TikTok,B,8471,258,9,33.33,434.07,0.030456852791878174,0.03488372093023256,3.7,13.02
2024-02-27,Google Search,B,6038,213,14,73.26,821.41,0.03527658164955283,0.06572769953051644,5.23,11.21
2024-01-06,Instagram,A,10168,151,4,56.05,216.04,0.01485051140833989,0.026490066225165563,14.01,3.85
2024-01-30,Google Search,A,5705,245,20,66.97,1240.96,0.04294478527607362,0.08163265306122448,3.35,18.53
2024-02-20,Email,A,3126,237,37,3.2,2662.61,0.07581573896353166,0.15611814345991562,0.09,832.07
2024-01-08,Facebook,A,8579,135,8,62.52,460.49,0.015736099778528967,0.05925925925925926,7.82,7.37
2024-03-06,TikTok,B,13218,460,21,52.28,1427.8,0.03480102889998487,0.04565217391304348,2.49,27.31
2024-02-17,TikTok,B,9084,274,9,36.92,537.75,0.0301629238221048,0.032846715328467155,4.1,14.57
2024-01-25,Facebook,A,7403,111,5,44.49,303.64,0.014993921383223018,0.04504504504504504,8.9,6.82
2024-02-06,Instagram,B,8866,226,8,44.31,448.89,0.0254906383938642,0.035398230088495575,5.54,10.13
2024-01-29,Instagram,B,9987,244,9,56.27,308.21,0.02443176128967658,0.036885245901639344,6.25,5.48
2024-02-13,Instagram,A,9803,149,5,53.16,306.59,0.015199428746302153,0.03355704697986577,10.63,5.77
2024-03-14,Facebook,B,9131,266,11,57.74,632.61,0.029131529952907676,0.041353383458646614,5.25,10.96
2024-02-25,TikTok,A,10925,242,5,41.5,299.37,0.022151029748283754,0.02066115702479339,8.3,7.21
2024-03-15,Google Search,B,5016,158,12,59.94,734.98,0.03149920255183413,0.0759493670886076,5,12.26
2024-02-10,Google Search,A,4138,186,14,47.72,724.13,0.04494925084581924,0.07526881720430108,3.41,15.17
2024-03-24,Facebook,B,8644,186,9,50.92,571.07,0.021517815826006478,0.04838709677419355,5.66,11.22
2024-01-20,TikTok,A,8912,156,4,37.28,176.26,0.017504488330341114,0.02564102564102564,9.32,4.73
2024-03-06,Facebook,A,7445,144,7,51.32,396.78,0.019341840161182,0.04861111111111111,7.33,7.73
2024-01-28,Email,B,2981,234,27,2.88,1653.08,0.07849714860784972,0.11538461538461539,0.11,573.99
2024-03-09,Google Search,A,4546,148,11,54.21,551.93,0.03255609326880774,0.07432432432432433,4.93,10.18
2024-02-01,Email,A,3152,250,29,2.98,1371.9,0.07931472081218274,0.116,0.1,460.37
2024-03-26,Instagram,A,8740,119,4,49.12,229.66,0.013615560640732265,0.03361344537815126,12.28,4.68
2024-01-28,Facebook,B,7883,233,12,51.15,646.07,0.02955727514905493,0.05150214592274678,4.26,12.63
2024-12-01,Facebook,A,6751,132,5,44,274.49,0.019552658865353283,0.03787878787878788,8.8,6.24
2024-01-07,TikTok,B,7256,252,10,28.26,658.27,0.034729878721058434,0.03968253968253968,2.83,23.29
2024-03-04,Email,A,2881,217,23,2.77,1245.94,0.07532106907323846,0.10599078341013825,0.12,449.8
2024-02-26,Facebook,B,8092,259,16,52.33,725.49,0.03200692041522491,0.06177606177606178,3.27,13.86
2024-03-10,Google Search,B,5049,181,12,58.89,642.19,0.03584868290750644,0.06629834254143646,4.91,10.9
2024-02-04,Instagram,A,9076,150,4,47.74,224.77,0.016527104451300133,0.02666666666666667,11.94,4.71
2024-01-23,Email,B,2743,208,25,2.8,1193.63,0.07582938388625593,0.1201923076923077,0.11,426.3
2024-03-15,Facebook,B,7292,150,7,46.82,494.96,0.02057048820625343,0.04666666666666667,6.69,10.57
2024-03-18,Google Search,A,5239,211,13,61.32,753.23,0.04027486161481199,0.061611374407582936,4.72,12.28
2024-01-09,Facebook,B,7305,167,7,46.23,403.73,0.022861054072553046,0.041916167664670656,6.6,8.73
2024-03-25,Email,A,2896,265,34,2.73,1791.54,0.09150552486187845,0.12830188679245283,0.08,656.24
2024-01-19,Facebook,B,7801,192,9,53.02,414.86,0.024612229201384436,0.046875,5.89,7.82
2024-01-17,Instagram,A,7771,78,2,38.44,110.8,0.010037318234461459,0.02564102564102564,19.22,2.88
2024-03-15,TikTok,B,10870,269,12,46.05,658.36,0.024747010119595216,0.04460966542750929,3.84,14.3
2024-01-05,Facebook,B,8267,259,13,56.28,818.8,0.03132938187976291,0.05019305019305019,4.33,14.55
2024-01-07,Instagram,B,8948,176,6,49.03,343.22,0.019669199821189094,0.03409090909090909,8.17,7
2024-02-26,Instagram,A,6754,104,3,34.66,164.52,0.015398282499259699,0.028846153846153848,11.55,4.75
2024-02-08,TikTok,A,8247,168,4,33.08,265.42,0.02037104401600582,0.023809523809523808,8.27,8.02
2024-02-24,Google Search,A,4930,135,12,60.47,667.02,0.02738336713995943,0.08888888888888889,5.04,11.03
2024-01-31,Google Search,B,5416,240,20,69.35,942.21,0.04431314623338257,0.08333333333333333,3.47,13.59
2024-01-20,Email,A,3251,327,43,3.28,2025.62,0.10058443555828976,0.13149847094801223,0.08,617.57
2024-01-03,TikTok,B,7177,220,9,28.63,418.94,0.030653476382889788,0.04090909090909091,3.18,14.63
2024-01-27,Instagram,A,8878,133,4,46.49,247.51,0.014980851543140347,0.03007518796992481,11.62,5.32
2024-03-23,Facebook,A,7066,112,5,48.18,219.31,0.015850551938862156,0.044642857142857144,9.64,4.55
2024-02-03,Facebook,B,6752,200,7,41.17,403.14,0.02962085308056872,0.035,5.88,9.79
2024-01-27,TikTok,A,8274,196,4,36.615,246.11,0.023688663282571912,0.02040816326530612,9.15,6.72
2024-02-06,Email,B,3347,230,30,3.31,1570.17,0.06871825515386913,0.13043478260869565,0.11,474.37
2024-06-01,Instagram,B,8070,197,9,45.16,460.63,0.024411400247831474,0.04568527918781726,5.02,10.2
2024-01-16,Google Search,A,4830,209,18,54.39,1124.07,0.0432712215320911,0.0861244019138756,3.02,20.67
2024-01-02,Email,A,3204,269,36,3.17,1654.06,0.08395755305867665,0.13382899628252787,0.09,521.79
2024-03-13,Google Search,A,4737,182,13,56.51,633.61,0.038420941524171415,0.07142857142857142,4.35,11.21
2024-01-24,Email,A,3572,203,26,3.48,1247.7,0.05683090705487122,0.12807881773399016,0.13,358.53
2024-03-19,Instagram,B,8239,176,6,47.43,311.91,0.021361815754339118,0.03409090909090909,7.9,6.58
2024-01-24,TikTok,A,6896,126,3,27.14,173.11,0.018271461716937356,0.023809523809523808,9.05,6.38
2024-02-27,Instagram,A,8816,110,3,47.8,150.69,0.01247731397459165,0.02727272727272727,15.93,3.15
2024-02-27,Instagram,B,8504,255,9,48.43,491.75,0.029985888993414863,0.03529411764705882,5.38,10.15
2024-02-28,Google Search,B,4523,125,6,52.82,274.61,0.027636524430687596,0.048,8.8,5.2
2024-03-22,TikTok,A,11365,243,5,47.09,324.18,0.021381434227892654,0.0205761316872428,9.42,6.88
2024-03-30,Instagram,A,11690,186,6,59.15,322.48,0.01591103507271172,0.03225806451612903,9.86,5.45
2024-02-25,TikTok,B,8544,258,12,34.53,647.23,0.030196629213483147,0.046511627906976744,2.88,18.74
2024-02-29,Google Search,B,5611,160,16,63.52,1134.18,0.02851541614685439,0.1,3.97,17.86
2024-02-15,Google Search,B,4487,156,14,50.54,737.82,0.03476710496991308,0.08974358974358974,3.61,14.6
2024-01-11,Facebook,A,8823,185,10,52.18,531.73,0.020967924742151197,0.05405405405405406,5.22,10.19
2024-01-31,Facebook,A,7519,140,6,47.62,270.03,0.018619497273573614,0.04285714285714286,7.94,5.67
2024-01-05,Facebook,A,6399,94,4,41.03,196.67,0.01468979528051258,0.0425531914893617,10.26,4.79
2024-03-20,Facebook,A,7451,115,6,45.06,319.82,0.015434169910079183,0.05217391304347826,7.51,7.1
2024-02-25,Instagram,B,8888,142,7,50.09,428.93,0.015976597659765977,0.04929577464788732,7.16,8.56
2024-01-12,Google Search,B,5439,221,13,61.14,701.87,0.04063246920389778,0.058823529411764705,4.7,11.48
2024-02-27,TikTok,B,9362,197,6,38.86,319.3,0.021042512283700063,0.030456852791878174,6.48,8.22
2024-02-13,Instagram,B,9783,200,7,46.2,389.81,0.02044362669937647,0.035,6.6,8.44
2024-10-01,Facebook,B,7799,246,10,45.81,540.79,0.03154250544941659,0.04065040650406504,4.58,11.81
2024-02-01,Instagram,A,7482,119,3,39.53,181.37,0.01590483827853515,0.025210084033613446,13.18,4.59
2024-02-21,Email,A,3716,187,23,3.66,1275.73,0.05032292787944026,0.12299465240641712,0.16,348.56
2024-01-06,TikTok,A,6498,77,2,23.25,111.56,0.011849799938442597,0.025974025974025976,11.62,4.8
2024-03-20,Google Search,B,5307,178,14,64.7,782.75,0.03354060674580742,0.07865168539325842,4.62,12.1
2024-03-28,Google Search,B,5424,174,17,64.92,972.58,0.032079646017699116,0.09770114942528736,3.82,14.98
2024-03-18,TikTok,B,11607,339,13,45.07,666.93,0.029206513310933057,0.038348082595870206,3.47,14.8
2024-01-08,Facebook,B,7334,147,8,45.1,420.68,0.020043632397054815,0.05442176870748299,5.64,9.33
2024-03-25,Instagram,B,9431,226,9,55.4,537.5,0.023963524546707665,0.03982300884955752,6.16,9.7
2024-01-09,TikTok,A,8462,153,4,31.85,211.09,0.018080831954620655,0.026143790849673203,7.96,6.63
2024-02-02,TikTok,B,10080,335,14,43.62,764.33,0.033234126984126984,0.041791044776119404,3.12,17.52
2024-01-24,Instagram,A,11370,179,5,59.62,283.02,0.015743183817062446,0.027932960893854747,11.92,4.75
2024-01-14,Facebook,A,8676,142,7,56.4,335.85,0.01636698939603504,0.04929577464788732,8.06,5.95
2024-01-28,Google Search,B,4754,163,14,59.49,769.81,0.0342869162810265,0.08588957055214724,4.25,12.94
2024-01-21,Instagram,A,8104,133,4,43.39,241.41,0.016411648568608096,0.03007518796992481,10.85,5.56
2024-01-11,Email,A,2691,160,16,2.68,977.68,0.059457450761798585,0.1,0.17,364.81
2024-01-23,Facebook,B,7197,191,12,46.55,762.08,0.02653883562595526,0.06282722513089005,3.88,16.37
2024-03-23,Instagram,A,9679,110,3,48.495,144.59,0.011364810414298997,0.02727272727272727,16.16,2.98
2024-02-03,Instagram,A,8580,161,5,48.495,291.48,0.018764568764568765,0.031055900621118012,9.7,6.01
2024-01-13,TikTok,A,7173,151,4,27.38,228.04,0.021051164087550537,0.026490066225165563,6.84,8.33
2024-03-25,TikTok,B,9912,289,13,39.63,789.15,0.029156577885391444,0.04498269896193772,3.05,19.91
2024-03-03,Facebook,A,9103,173,6,55.62,372.24,0.019004723717455783,0.03468208092485549,9.27,6.69
2024-01-02,TikTok,A,4938,112,2,20.67,111.28,0.022681247468610773,0.017857142857142856,10.34,5.38
2024-01-05,TikTok,A,6723,130,3,27.22,181.89,0.01933660568198721,0.023076923076923078,9.07,6.68
2024-03-29,TikTok,B,10916,217,9,43.49,572.93,0.019879076584829607,0.041474654377880185,4.83,13.17
2024-03-03,Google Search,A,5478,206,17,62.71,876.35,0.03760496531580869,0.0825242718446602,3.69,13.97
2024-01-07,Facebook,B,8608,183,10,54.76,603.64,0.021259293680297397,0.0546448087431694,5.48,11.02
2024-02-28,TikTok,B,9920,305,16,38.8,858.7,0.030745967741935484,0.05245901639344262,2.42,22.13
2024-03-25,Facebook,B,7987,139,8,49.43,511.11,0.017403280330537122,0.05755395683453238,6.18,10.34
2024-03-16,Email,A,2342,230,38,2.56,1796.6,0.0982066609735269,0.16521739130434782,0.07,701.8
2024-02-10,Email,A,2954,284,43,2.78,2031.13,0.0961408259986459,0.15140845070422534,0.06,730.62
2024-01-05,Email,A,2788,219,28,2.98,1767.78,0.07855093256814921,0.1278538812785388,0.11,593.21
2024-01-02,Instagram,A,9081,121,3,46.96,138.34,0.013324523730866645,0.024793388429752067,15.65,2.95
2024-01-02,Google Search,B,5321,264,19,63.47,1256.45,0.04961473407254276,0.07196969696969698,3.34,19.8
2024-02-12,Instagram,B,8482,160,6,46.4,378.75,0.01886347559537845,0.0375,7.73,8.16
2024-02-28,Instagram,A,9226,150,5,52.74,243.43,0.016258400173422935,0.03333333333333333,10.55,4.62
2024-01-02,TikTok,B,7247,241,8,30.18,481.81,0.03325514005795502,0.03319502074688797,3.77,15.96
2024-01-22,Instagram,B,9502,190,8,50.04,463.88,0.019995790359924225,0.042105263157894736,6.26,9.27
2024-02-05,Google Search,A,5006,233,14,66.61,653.48,0.046544147023571715,0.060085836909871244,4.76,9.81
2024-03-21,Instagram,B,8101,185,9,44.31,531.79,0.02283668682878657,0.04864864864864865,4.92,12
2024-03-29,Instagram,B,8582,176,5,48.62,330.7,0.020508040083896527,0.028409090909090908,9.72,6.8
2024-03-26,Facebook,A,8279,202,10,50.66,729.5,0.02439908201473608,0.04950495049504951,5.07,14.4
2024-01-23,Email,A,2968,266,29,3.09,1482.58,0.08962264150943396,0.10902255639097744,0.11,479.8
2024-07-02,Email,A,2625,245,27,2.38,1377.96,0.09333333333333334,0.11020408163265306,0.09,578.97
2024-02-08,Email,B,2986,194,23,2.92,1181.72,0.06496985934360348,0.11855670103092783,0.13,404.7
2024-01-04,Email,B,2760,251,30,2.84,1790.76,0.09094202898550724,0.11952191235059761,0.09,630.55
2024-01-10,Email,B,3214,304,32,2.96,1455.53,0.09458618543870566,0.10526315789473684,0.09,491.73
2024-02-14,TikTok,A,9524,145,4,38.4,167.72,0.015224695506089878,0.027586206896551724,9.6,4.37
2024-01-15,Instagram,A,8092,135,4,43.67,147.9,0.016683143845773605,0.02962962962962963,10.92,3.39
2024-01-13,Google Search,B,5418,227,20,68.83,1206.3,0.04189737910668143,0.0881057268722467,3.44,17.53
2024-02-21,Email,B,2999,184,20,2.79,1139.26,0.06135378459486496,0.10869565217391304,0.14,408.34
2024-01-21,TikTok,A,7260,147,3,27.13,145.51,0.02024793388429752,0.02040816326530612,9.04,5.36
2024-03-14,Instagram,A,9744,156,4,52.8,273.47,0.01600985221674877,0.02564102564102564,13.2,5.18
2024-01-17,Facebook,A,8551,128,4,55.55,243.16,0.014969009472576306,0.03125,13.89,4.38
2024-02-07,Instagram,A,10622,142,4,56.57,207.7,0.013368480512144605,0.028169014084507043,14.14,3.67
2024-02-24,Facebook,B,7652,165,9,48.45,462.57,0.02156299006795609,0.05454545454545454,5.38,9.55
2024-03-02,TikTok,A,10197,215,6,43.2,283.32,0.021084632735118174,0.027906976744186046,7.2,6.56
2024-02-23,TikTok,B,10981,237,8,45.61,361.13,0.02158273381294964,0.03375527426160337,5.7,7.92
2024-01-19,Google Search,B,4783,205,18,55.65,990.5,0.042860129625757894,0.08780487804878048,3.09,17.8
2024-01-23,Facebook,A,7480,120,4,48.27,174.82,0.016042780748663103,0.03333333333333333,12.07,3.62
2024-03-02,Google Search,A,4971,185,17,61.84,910.23,0.0372158519412593,0.0918918918918919,3.64,14.72
2024-01-10,Facebook,A,6957,141,6,44.71,321.44,0.02026735661923243,0.0425531914893617,7.45,7.19
2024-03-16,Google Search,A,4867,209,12,59.86,563.33,0.0429422642284775,0.05741626794258373,4.99,9.41
2024-02-03,Google Search,A,4914,258,22,54.54,1277.05,0.052503052503052504,0.08527131782945736,2.48,23.41
2024-01-11,Email,B,2710,218,22,2.61,1100.07,0.08044280442804429,0.10091743119266056,0.12,421.48
2024-03-19,Email,B,3105,247,22,3.31,1337.64,0.07954911433172303,0.08906882591093117,0.15,404.12
2024-03-19,Facebook,A,7640,159,8,45.43,386.94,0.020811518324607328,0.050314465408805034,5.68,8.52
2024-02-17,Instagram,A,10303,147,5,61.35,238.7,0.014267689022614773,0.034013605442176874,12.27,3.89
2024-03-24,Google Search,B,4546,147,15,55.45,1007.69,0.03233611966564012,0.10204081632653061,3.7,18.17
2024-01-03,TikTok,A,7227,115,2,28.23,121.15,0.015912550159125502,0.017391304347826087,14.12,4.29
2024-02-02,Email,A,3057,261,32,2.91,2195.38,0.08537782139352307,0.12260536398467432,0.09,754.43
2024-02-19,TikTok,B,8947,258,12,37.39,707.86,0.0288364815021795,0.046511627906976744,3.12,18.93
2024-01-29,TikTok,B,7078,225,9,26.33,548.85,0.03178864085899972,0.04,2.93,20.85
2024-01-27,Email,B,2933,277,35,2.88,1684.81,0.09444255028980567,0.1263537906137184,0.08,585
2024-02-24,Email,B,3073,263,26,3.03,1298.76,0.08558411975268468,0.09885931558935361,0.12,428.63
2024-01-15,Instagram,B,8428,164,8,48.07,481.67,0.01945894636924537,0.04878048780487805,6.01,10.02
2024-03-09,Instagram,A,9240,122,3,48.66,132.51,0.013203463203463203,0.02459016393442623,16.22,2.72
2024-02-02,Google Search,A,5419,235,16,64.2,793.19,0.04336593467429415,0.06808510638297872,4.01,12.35
2024-02-06,Facebook,B,7638,197,9,50.08,526,0.025792092170725322,0.04568527918781726,5.56,10.5
2024-01-19,Email,B,3033,265,28,3.18,1484.67,0.08737223870755029,0.10566037735849057,0.11,466.88
2024-03-03,Instagram,A,10216,165,5,57.26,280.62,0.01615113547376664,0.030303030303030304,11.45,4.9
2024-01-01,Facebook,B,7548,243,9,50.79,469,0.0321939586645469,0.037037037037037035,5.64,9.23
2024-03-11,Facebook,A,8232,130,6,54.57,402.24,0.015792031098153546,0.046153846153846156,9.1,7.37
2024-01-28,TikTok,A,7815,159,4,29.42,244.36,0.02034548944337812,0.025157232704402517,7.36,8.31
2024-01-29,Email,B,2920,258,28,3.07,1566.46,0.08835616438356164,0.10852713178294573,0.11,510.25
2024-02-22,Facebook,A,7807,131,7,53.5,383.83,0.016779812988343794,0.05343511450381679,7.64,7.17
2024-01-04,TikTok,A,6760,137,4,25.91,278.09,0.02026627218934911,0.029197080291970802,6.48,10.73
2024-02-28,Google Search,A,5169,165,15,61.31,596.58,0.03192106790481718,0.09090909090909091,4.09,9.73
2024-01-19,Google Search,A,5048,262,18,62.42,1168.7,0.051901743264659274,0.06870229007633588,3.47,18.72
2024-02-24,Instagram,B,9463,193,6,50.81,309.68,0.020395223502060657,0.031088082901554404,8.47,6.09
2024-01-31,Facebook,B,7891,232,17,49.82,982.28,0.029400582942592828,0.07327586206896551,2.93,19.72
2024-03-14,TikTok,B,11076,311,13,44.28,869.16,0.028078728782954136,0.04180064308681672,3.41,19.63
2024-03-16,TikTok,B,12126,420,16,48.83,904.65,0.034636318654131616,0.0380952380952381,3.05,18.53
2024-01-02,Facebook,B,7373,182,9,48.54,460.72,0.024684660246846603,0.04945054945054945,5.39,9.49
2024-02-23,TikTok,A,8365,168,5,35.01,291.06,0.0200836820083682,0.02976190476190476,7,8.31
2024-02-29,Facebook,B,7466,212,12,44.83,736.35,0.028395392445754085,0.05660377358490566,3.74,16.43
2024-02-18,Google Search,A,5028,220,22,59.47,1340.75,0.04375497215592681,0.1,2.7,22.54
2024-03-26,Google Search,A,4577,157,14,53.19,852.88,0.034301944505134366,0.08917197452229299,3.8,16.03
2024-03-07,Email,A,3472,268,37,3.51,2487.27,0.0771889400921659,0.13805970149253732,0.09,708.62
2024-01-10,Google Search,A,5086,236,23,56.64,1251.74,0.04640188753440818,0.09745762711864407,2.46,22.1
2024-02-19,Google Search,A,4986,163,16,64.63,721.83,0.032691536301644605,0.09815950920245399,4.04,11.17
2024-02-27,Email,B,3395,331,42,3.63,2458.8,0.09749631811487482,0.1268882175226586,0.09,677.36
2024-01-07,Email,A,3145,222,31,2.93,1992.02,0.07058823529411765,0.13963963963963963,0.09,679.87
2024-01-04,Instagram,A,8579,140,5,46.53,236.63,0.016318918288844853,0.03571428571428571,9.31,5.09
2024-03-11,Instagram,A,8890,136,3,48.33,162.26,0.015298087739032622,0.022058823529411766,16.11,3.36
2024-01-03,Instagram,B,8208,143,6,44.91,367.47,0.017422027290448342,0.04195804195804196,7.48,8.18
2024-03-08,Email,A,3674,302,29,3.22,1814.85,0.08219923788786064,0.09602649006622517,0.11,563.62
2024-03-27,TikTok,B,11196,331,13,39.44,594.78,0.029564130046445158,0.03927492447129909,3.03,15.08
